url_path,views_total,views_unique
/kingsdigitallab/sdlc-for-rse/wiki,4,2
/kingsdigitallab/sdlc-for-rse,1,1
/kingsdigitallab/sdlc-for-rse/wiki/A1:-Terms-of-Reference,1,1
/kingsdigitallab/sdlc-for-rse/wiki/A2:-Terms-of-Reference-Guidelines,1,1
