url_path,views_total,views_unique
/kingsdigitallab/sdlc-for-rse/wiki,7,7
/kingsdigitallab/sdlc-for-rse/wiki/N1:-Web-Hosting-and-Infrastructure-Service-Level-Agreement-(SLA),4,1
/kingsdigitallab/sdlc-for-rse/wiki/RS-engineer,4,1
/kingsdigitallab/sdlc-for-rse,2,2
/kingsdigitallab/sdlc-for-rse/tree/master/images,1,1
